id,title,grade,subject,volume,collection_or_program,publisher_or_imprint,publication_year_or_era,date_confidence,local_file,image_url,page_url,source_name,source_caption_or_note,rights_note
2024-ket-noi-chuyen-de-sinh-hoc-12-sobee,Chuyên đề học tập Sinh học 12,12,Sinh học,Chuyên đề học tập,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-sinh-hoc-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd_sinh_12_9f315f84591c4fdba5ce5f58ceae60f3.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-sinh-hoc-12-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Sinh học title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-chuyen-de-vat-li-12-sobee,Chuyên đề học tập Vật lí 12,12,Vật lí,Chuyên đề học tập,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-vat-li-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd_vl_12_93a7870c27504658910cf8f1e6935901.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-vat-li-12-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Vật lí title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-chuyen-de-cong-nghe-dien-dien-tu-12-sobee,"Chuyên đề học tập Công nghệ 12 - Công nghệ điện, điện tử",12,Công nghệ,"Chuyên đề học tập - Công nghệ điện, điện tử",2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-cong-nghe-dien-dien-tu-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd_cn_d_12_c29d5aeccc534946badc0afb8a899733.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-cong-nghe-12-cong-nghe-dien-dien-tu-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Công nghệ điện - điện tử title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-chuyen-de-cong-nghe-lam-nghiep-thuy-san-12-sobee,"Chuyên đề học tập Công nghệ 12 - Công nghệ lâm nghiệp, thủy sản",12,Công nghệ,"Chuyên đề học tập - Công nghệ lâm nghiệp, thủy sản",2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-cong-nghe-lam-nghiep-thuy-san-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd_cn_ts_12_b50dd6ce56824044b4c207097c64e376.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-cong-nghe-12-cong-nghe-lam-nghiep-thuy-san-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Công nghệ lâm nghiệp - thủy sản title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-chuyen-de-mi-thuat-12-sobee,Chuyên đề học tập Mĩ thuật 12,12,Mĩ thuật,Chuyên đề học tập,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-mi-thuat-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd_mt_12_e55131ad833b45f0a7b96b1e4fa07350.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-mi-thuat-12-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Mĩ thuật title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-chuyen-de-tin-hoc-ung-dung-12-sobee,Chuyên đề học tập Tin học 12 - Định hướng Tin học ứng dụng,12,Tin học,Chuyên đề học tập - Định hướng Tin học ứng dụng,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-tin-hoc-ung-dung-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd_tin_12_ud_d3cab35891ad402ab4c56f780c55c850.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-tin-hoc-12-dinh-huong-tin-hoc-ung-dung-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Tin học định hướng Tin học ứng dụng title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-chuyen-de-tin-hoc-khoa-hoc-may-tinh-12-sobee,Chuyên đề học tập Tin học 12 - Định hướng Khoa học máy tính,12,Tin học,Chuyên đề học tập - Định hướng Khoa học máy tính,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-tin-hoc-khoa-hoc-may-tinh-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd_tin_12_mt_efa8b5f8dccd4a54ae0ac1f05aa1a73e.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-tin-hoc-12-dinh-huong-khoa-hoc-may-tinh-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Tin học định hướng Khoa học máy tính title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-giao-duc-quoc-phong-an-ninh-12-nhasachcantho,Giáo dục quốc phòng và an ninh 12,12,Giáo dục quốc phòng và an ninh,single volume,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-giao-duc-quoc-phong-an-ninh-12-nhasachcantho.png,https://product.hstatic.net/200000886883/product/31_49db54add1cf4ba9b6a75effca0f5c1f_master.png,https://nhasachcantho.vn/products/giao-duc-quoc-phong-va-an-ninh-lop-12-kntt,Nhà Sách Cần Thơ,"Product page title identifies Giáo dục Quốc phòng và An ninh lớp 12 KNTT; page metadata/vendor identifies NXB Giáo Dục Việt Nam, description states 2018 curriculum and 2024 publication year, and direct PNG product image is the cover.",Use as research reference; clear reuse rights not established.
2024-ket-noi-mi-thuat-12-thiet-ke-cong-nghiep-nhasachcantho,Mĩ thuật 12 - Thiết kế công nghiệp,12,Mĩ thuật,Thiết kế công nghiệp,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-mi-thuat-12-thiet-ke-cong-nghiep-nhasachcantho.png,https://product.hstatic.net/200000886883/product/25_52c6e534b78145629a6d3c51ace91c02_master.png,https://nhasachcantho.vn/products/mi-thuat-lop-12-kntt-thiet-ke-cong-nghiep,Nhà Sách Cần Thơ,"Product page title identifies Mĩ Thuật lớp 12 KNTT Thiết Kế Công Nghiệp; product metadata/vendor identifies NXB Giáo Dục Việt Nam, description states 2018 curriculum, and direct PNG product image is the cover.",Use as research reference; clear reuse rights not established.
2024-ket-noi-mi-thuat-12-thiet-ke-do-hoa-nhasachcantho,Mĩ thuật 12 - Thiết kế đồ họa,12,Mĩ thuật,Thiết kế đồ họa,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-mi-thuat-12-thiet-ke-do-hoa-nhasachcantho.png,https://product.hstatic.net/200000886883/product/18_ac7592a495f54bb2b3fe81105205738c_master.png,https://nhasachcantho.vn/products/mi-thuat-lop-12-kntt-thiet-ke-do-hoa,Nhà Sách Cần Thơ,"Product page title identifies Mĩ Thuật lớp 12 KNTT Thiết Kế Đồ Họa; product metadata/vendor identifies NXB Giáo Dục Việt Nam, description states 2018 curriculum and 2024 publication year, and direct PNG product image is the cover.",Use as research reference; clear reuse rights not established.
2024-ket-noi-mi-thuat-12-thiet-ke-thoi-trang-nhasachcantho,Mĩ thuật 12 - Thiết kế thời trang,12,Mĩ thuật,Thiết kế thời trang,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-mi-thuat-12-thiet-ke-thoi-trang-nhasachcantho.png,https://product.hstatic.net/200000886883/product/19_49eded7cbd7747a4937d6404b82f651a_master.png,https://nhasachcantho.vn/products/mi-thuat-lop-12-kntt-thiet-ke-thoi-trang,Nhà Sách Cần Thơ,"Product page title identifies Mĩ Thuật lớp 12 KNTT Thiết Kế Thời Trang; product metadata/vendor identifies NXB Giáo Dục Việt Nam, description states 2018 curriculum and 2024 publication year, and direct PNG product image is the cover.",Use as research reference; clear reuse rights not established.
2024-ket-noi-mi-thuat-12-da-phuong-tien-nhasachcantho,Mĩ thuật 12 - Thiết kế mĩ thuật đa phương tiện,12,Mĩ thuật,Thiết kế mĩ thuật đa phương tiện,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-mi-thuat-12-da-phuong-tien-nhasachcantho.png,https://product.hstatic.net/200000886883/product/24_9f619ec1237d4a89a1ae8083194ba86c_master.png,https://nhasachcantho.vn/products/mi-thuat-lop-12-kntt-thiet-ke-mi-thuat-da-phuong-tien,Nhà Sách Cần Thơ,"Product page title identifies Mĩ Thuật lớp 12 KNTT Thiết Kế Mĩ Thuật Đa Phương Tiện; product metadata/vendor identifies NXB Giáo Dục Việt Nam, description states 2018 curriculum and 2024 publication year, and direct PNG product image is the cover.",Use as research reference; clear reuse rights not established.
2024-ket-noi-mi-thuat-12-dieu-khac-nhasachcantho,Mĩ thuật 12 - Điêu khắc,12,Mĩ thuật,Điêu khắc,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-mi-thuat-12-dieu-khac-nhasachcantho.png,https://product.hstatic.net/200000886883/product/23_99f47044622d4cd0903a5fee905807a9_master.png,https://nhasachcantho.vn/products/mi-thuat-lop-12-kntt-dieu-khac,Nhà Sách Cần Thơ,"Product page title identifies Mĩ Thuật lớp 12 KNTT Điêu Khắc; product metadata/vendor identifies NXB Giáo Dục Việt Nam, description states 2018 curriculum, and direct PNG product image is the cover.",Use as research reference; clear reuse rights not established.
2024-ket-noi-mi-thuat-12-do-hoa-tranh-in-nhasachcantho,Mĩ thuật 12 - Đồ họa tranh in,12,Mĩ thuật,Đồ họa tranh in,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-mi-thuat-12-do-hoa-tranh-in-nhasachcantho.png,https://product.hstatic.net/200000886883/product/22_95677bc64a88419895897fbf2babb0c1_master.png,https://nhasachcantho.vn/products/mi-thuat-lop-12-kntt-do-hoa-tranh-in,Nhà Sách Cần Thơ,"Product page title identifies Mĩ Thuật lớp 12 KNTT Đồ Họa Tranh In; product metadata/vendor identifies NXB Giáo Dục Việt Nam, description states 2018 curriculum and 2024 publication year, and direct PNG product image is the cover.",Use as research reference; clear reuse rights not established.
2024-ket-noi-mi-thuat-12-hoi-hoa-nhasachcantho,Mĩ thuật 12 - Hội họa,12,Mĩ thuật,Hội họa,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-mi-thuat-12-hoi-hoa-nhasachcantho.png,https://product.hstatic.net/200000886883/product/26_7d400482c18b483a971252b070b46625_master.png,https://nhasachcantho.vn/products/mi-thuat-lop-12-kntt-hoi-hoa,Nhà Sách Cần Thơ,"Product page title identifies Mĩ Thuật lớp 12 KNTT Hội Họa; product metadata/vendor identifies NXB Giáo Dục Việt Nam, description states 2018 curriculum and 2024 publication year, and direct PNG product image is the cover.",Use as research reference; clear reuse rights not established.
2024-ket-noi-mi-thuat-12-kien-truc-nhasachcantho,Mĩ thuật 12 - Kiến trúc,12,Mĩ thuật,Kiến trúc,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-mi-thuat-12-kien-truc-nhasachcantho.png,https://product.hstatic.net/200000886883/product/27_63093b5bad1a45a7bc86d89f48b9e814_master.png,https://nhasachcantho.vn/products/mi-thuat-lop-12-kntt-kien-truc,Nhà Sách Cần Thơ,"Product page title identifies Mĩ Thuật lớp 12 KNTT Kiến Trúc; product metadata/vendor identifies NXB Giáo Dục Việt Nam, description states 2018 curriculum and 2024 publication year, and direct PNG product image is the cover.",Use as research reference; clear reuse rights not established.
2024-ket-noi-mi-thuat-12-li-luan-lich-su-nhasachcantho,Mĩ thuật 12 - Lí luận và lịch sử mĩ thuật,12,Mĩ thuật,Lí luận và lịch sử mĩ thuật,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-mi-thuat-12-li-luan-lich-su-nhasachcantho.png,https://product.hstatic.net/200000886883/product/21_6dd76e46f38844f09e2b217176317378_master.png,https://nhasachcantho.vn/products/mi-thuat-lop-12-kntt-li-luan-va-lich-su-mi-thuat,Nhà Sách Cần Thơ,"Product page title identifies Mĩ Thuật lớp 12 KNTT Lí Luận và Lịch Sử Mĩ Thuật; product metadata/vendor identifies NXB Giáo Dục Việt Nam, description states 2018 curriculum and 2024 publication year, and direct PNG product image is the cover.",Use as research reference; clear reuse rights not established.
2024-ket-noi-mi-thuat-12-san-khau-dien-anh-nhasachcantho,Mĩ thuật 12 - Thiết kế mĩ thuật sân khấu điện ảnh,12,Mĩ thuật,Thiết kế mĩ thuật sân khấu điện ảnh,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024+,curriculum-era,images/2024-ket-noi-mi-thuat-12-san-khau-dien-anh-nhasachcantho.png,https://product.hstatic.net/200000886883/product/20_73306cc5c5334cd796f5ca0dec2328df_master.png,https://nhasachcantho.vn/products/mi-thuat-lop-12-thiet-ke-mi-thuat-san-khau-dien-anh,Nhà Sách Cần Thơ,"Product page title identifies Mĩ Thuật lớp 12 Thiết Kế Mĩ Thuật Sân Khấu Điện Ảnh, while product type and SKU identify Lớp 12 KNTT; product metadata/vendor identifies NXB Giáo Dục Việt Nam, description states 2018 curriculum, and direct PNG product image is the cover.",Use as research reference; clear reuse rights not established.
2024-chan-troi-gdqp-an-12-trungtamsach,Giáo dục quốc phòng và an ninh 12,12,Giáo dục quốc phòng và an ninh,single volume,2018 GDPT / 2024 Grade 12 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-gdqp-an-12-trungtamsach.jpg,https://cdn.trungtamsach.vn/static_cdn/image_items/media/catalog/product/9/7/9786040393715.jpg,https://trungtamsach.vn/retails/sach/110547,Trung Tâm Sách,"Product page and API identify Giáo dục Quốc phòng và An ninh 12 (Chân Trời), Grade 12, publisher Giáo Dục Việt Nam, and direct JPEG product image as the cover.",Use as research reference; clear reuse rights not established.
2024-chan-troi-hoat-dong-trai-nghiem-12-ban-1-trungtamsach,Hoạt động trải nghiệm hướng nghiệp 12 - Bản 1,12,Hoạt động trải nghiệm hướng nghiệp,Bản 1,2018 GDPT / 2024 Grade 12 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-hoat-dong-trai-nghiem-12-ban-1-trungtamsach.jpg,https://cdn.trungtamsach.vn/static_cdn/image_items/media/catalog/product/9/7/9786040393869.jpg,https://trungtamsach.vn/retails/sach/121583,Trung Tâm Sách,"Product page and API identify Hoạt Động Trải Nghiệm, Hướng Nghiệp 12 - Bản 1 (Chân Trời), Grade 12, publisher Giáo Dục Việt Nam, and direct JPEG product image as the cover.",Use as research reference; clear reuse rights not established.
2024-chan-troi-hoat-dong-trai-nghiem-12-ban-2-trungtamsach,Hoạt động trải nghiệm hướng nghiệp 12 - Bản 2,12,Hoạt động trải nghiệm hướng nghiệp,Bản 2,2018 GDPT / 2024 Grade 12 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-hoat-dong-trai-nghiem-12-ban-2-trungtamsach.jpg,https://cdn.trungtamsach.vn/static_cdn/image_items/media/catalog/product/9/7/9786040393296.jpg,https://trungtamsach.vn/retails/sach/121631,Trung Tâm Sách,"Product page and API identify Hoạt Động Trải Nghiệm, Hướng Nghiệp 12 - Bản 2 (Chân Trời), Grade 12, publisher Giáo Dục Việt Nam, and direct JPEG product image as the cover.",Use as research reference; clear reuse rights not established.
2024-chan-troi-chuyen-de-tin-hoc-12-ung-dung-trungtamsach,Chuyên đề học tập Tin học 12 - Định hướng Tin học ứng dụng,12,Tin học,Chuyên đề học tập / Định hướng Tin học ứng dụng,2018 GDPT / 2024 Grade 12 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-chuyen-de-tin-hoc-12-ung-dung-trungtamsach.jpg,https://cdn.trungtamsach.vn/static_cdn/image_items/media/catalog/product/9/7/9786040393258.jpg,https://trungtamsach.vn/retails/sach/121425,Trung Tâm Sách,"Product page and API identify Chuyên Đề Học Tập Tin Học 12 - Định Hướng Tin Học Ứng Dụng (Chân Trời), Grade 12, publisher Giáo Dục Việt Nam, and direct JPEG product image as the cover.",Use as research reference; clear reuse rights not established.
2024-chan-troi-chuyen-de-tin-hoc-12-khoa-hoc-may-tinh-trungtamsach,Chuyên đề học tập Tin học 12 - Định hướng Khoa học máy tính,12,Tin học,Chuyên đề học tập / Định hướng Khoa học máy tính,2018 GDPT / 2024 Grade 12 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-chuyen-de-tin-hoc-12-khoa-hoc-may-tinh-trungtamsach.jpg,https://cdn.trungtamsach.vn/static_cdn/image_items/media/catalog/product/9/7/9786040393241.jpg,https://trungtamsach.vn/retails/sach/121507,Trung Tâm Sách,"Product page and API identify Chuyên Đề Học Tập Tin Học 12 - Định Hướng Khoa Học Máy Tính (Chân Trời), Grade 12, publisher Giáo Dục Việt Nam, and direct JPEG product image as the cover.",Use as research reference; clear reuse rights not established.
2024-chan-troi-chuyen-de-am-nhac-12-trungtamsach,Chuyên đề học tập Âm nhạc 12,12,Âm nhạc,Chuyên đề học tập,2018 GDPT / 2024 Grade 12 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-chuyen-de-am-nhac-12-trungtamsach.jpg,https://cdn.trungtamsach.vn/static_cdn/image_items/media/catalog/product/9/7/9786040393319.jpg,https://trungtamsach.vn/retails/sach/121510,Trung Tâm Sách,"Product page and API identify Chuyên Đề Học Tập Âm Nhạc 12 (Chân Trời), Grade 12, publisher Giáo Dục Việt Nam, and direct JPEG product image as the cover.",Use as research reference; clear reuse rights not established.
